CTY,TOWN,Terry Hayes,Janet Mills,Shawn Moody,Others,Blank,TOTAL VOTES CAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIS,Barnard/Ebeemee/T4 R9 NWP/Williamsburg Twps (Brownville),7,32,56,0,3,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAG,Bath,257,"2,633","1,213",15,98,"4,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Beals,5,82,125,0,6,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIS,Beaver Cove,4,35,56,0,4,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Beddington,0,11,21,0,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAL,Belfast,171,"2,342","1,006",0,104,"3,623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,Belgrade,75,749,889,0,37,"1,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAL,Belmont,35,209,214,0,16,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,Benton,74,500,678,0,13,"1,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Berry/Cathance/MarionTwps (East Machias)                                                                                                                 ,0,19,26,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR,Berwick,185,"1,294","1,516",0,110,"3,105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXF,Bethel,106,758,563,0,37,"1,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR,Biddeford,483,"4,559","3,010",1,207,"8,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Bingham,27,180,222,0,18,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Blaine,15,66,239,0,8,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN,Blue Hill,84,"1,037",503,0,25,"1,649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN,Boothbay,89,925,789,2,40,"1,845"
LIN,Boothbay Harbor,61,644,493,1,31,"1,230"
SAG,Bowdoin,100,530,859,1,23,"1,513"
SAG,Bowdoinham,94,870,679,1,34,"1,678"
PIS,Bowerbank,2,27,60,0,3,92
PEN,Bradford,33,160,325,0,18,536
PEN,Bradley,50,315,301,0,14,680
LIN,Bremen,23,267,159,0,8,457
PEN,Brewer,217,"1,881","1,893",0,101,"4,092"
ARO,Bridgewater,14,66,153,0,6,239
CUM,Bridgton,186,"1,157","1,224",0,58,"2,625"
SOM,Brighton Plt,4,13,19,0,4,40
LIN,Bristol,81,902,708,0,25,"1,716"
HAN,Brooklin,18,351,165,0,8,542
WAL,Brooks,15,204,272,0,8,499
HAN,Brooksville,29,367,175,0,8,579
OXF,Brownfield,45,335,322,0,19,721
PIS,Brownville,32,200,229,0,20,481
CUM,Brunswick,563,"7,578","3,024",0,325,"11,490"
OXF,Buckfield,222,258,420,0,17,917
HAN,Bucksport,165,981,"1,022",0,57,"2,225"
PEN,Burlington,7,48,93,0,5,153
WAL,Burnham,18,211,276,0,12,517
YOR,Buxton,172,"1,580","2,334",0,50,"4,136"
OXF,Byron,7,27,50,0,1,85
WAS,Calais,87,488,546,0,52,"1,173"
SOM,Cambridge,6,54,125,3,0,188
KNO,Camden,108,"2,339",746,2,115,"3,310"
SOM,Canaan,52,305,471,0,23,851
OXF,Canton,62,135,220,1,20,438
CUM,Cape Elizabeth,192,"3,943","1,514",0,87,"5,736"
SOM,Caratunk,1,11,29,0,4,45
ARO,Caribou (and Connor Twp),281,"1,141","1,594",0,92,"3,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Carmel,66,430,784,0,25,"1,305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,Carrabassett Valley,24,250,145,0,10,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Carroll Plt,5,9,55,0,3,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,Carthage,21,89,119,0,11,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Cary Plt,10,24,64,0,11,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUM,Casco,118,698,893,0,38,"1,747",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN,Castine,14,296,141,0,10,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Castle Hill,17,55,114,0,6,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Caswell,11,55,43,0,5,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Centerville Twp (Columbia Falls),0,6,6,0,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Chapman,20,75,124,0,9,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Charleston,18,129,423,0,20,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Charlotte,8,63,91,0,9,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUM,Chebeague Island,9,201,66,0,6,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,Chelsea,90,464,649,0,19,"1,222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Cherryfield,29,196,282,0,12,519
PEN,Chester,8,57,161,0,10,236
FRA,Chesterville,42,299,299,1,11,652
KEN,China,116,864,"1,041",0,37,"2,058"
PEN,Clifton,22,145,227,0,5,399
KEN,Clinton,84,525,715,1,25,"1,350"
WAS,Columbia,14,49,106,0,6,175
WAS,Columbia Falls,13,87,139,0,5,244
SOM,Concord Twp (Solon),0,0,1,0,0,1
WAS,Cooper,4,33,54,0,0,91
FRA,Coplin Plt,10,39,32,0,3,84
PEN,Corinna,33,286,556,0,20,895
PEN,Corinth,54,293,786,0,29,"1,162"
YOR,Cornish,33,309,376,0,12,730
SOM,Cornville,21,240,317,0,10,588
HAN,Cranberry Isles,9,91,34,0,3,137
WAS,Crawford,3,15,39,0,0,57
ARO,Cross Lake Twp (New Canada),7,45,47,0,3,102
ARO,Crystal,11,26,75,0,0,112
CUM,Cumberland,205,"2,967","1,909",2,96,"5,179"
KNO,Cushing,32,342,359,0,15,748
WAS,Cutler,10,79,153,0,6,248
ARO,Cyr Plt,5,17,26,0,1,49
FRA,Dallas Plt,8,92,80,0,2,182
LIN,Damariscotta,64,749,373,0,34,"1,220"
WAS,Danforth,25,79,180,0,14,298
YOR,Dayton,63,347,603,0,20,"1,033"
WAS,Deblois,1,7,18,0,0,26
HAN,Dedham,56,410,472,0,21,959
HAN,Deer Isle,45,648,357,0,15,"1,065"
OXF,Denmark,35,281,318,0,15,649
SOM,Dennistown Plt,0,4,13,0,2,19
WAS,Dennysville (and Edmunds Twp),23,105,115,0,12,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Detroit,22,135,161,0,5,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Dexter,81,543,764,0,40,"1,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXF,Dixfield,95,353,535,0,19,"1,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Dixmont,35,239,320,0,25,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIS,Dover-Foxcroft,117,725,880,0,69,"1,791",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN,Dresden,51,423,458,0,21,953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Drew Plt,0,4,17,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND,Durham,113,926,"1,141",0,79,"2,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Dyer Brook,8,40,60,0,2,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,E Twp (Blaine)                                                                                                                                                 ,3,7,20,0,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Eagle Lake,26,173,157,0,17,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,East Machias,31,251,283,0,17,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,East Millinocket,39,363,368,0,27,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN,Eastbrook,13,50,93,0,2,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Easton,50,184,337,0,10,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Eastport,39,411,226,0,16,692
PEN,Eddington,79,399,630,0,26,"1,134"
LIN,Edgecomb,31,377,297,0,12,717
PEN,Edinburg,2,24,41,0,1,68
YOR,Eliot,195,"2,044","1,398",0,101,"3,738"
PIS,Elliotsville Twp (Monson)                                                                                                                         ,0,10,5,0,0,15
HAN,Ellsworth,223,"1,747","1,698",0,97,"3,765"
SOM,Embden,28,174,235,0,7,444
PEN,Enfield,43,225,368,0,17,653
PEN,Etna,24,176,323,0,16,539
FRA,Eustis,28,134,180,0,15,357
PEN,Exeter,37,154,248,0,13,452
SOM,Fairfield,150,"1,178","1,238",0,67,"2,633"
CUM,Falmouth,307,"4,413","2,791",0,120,"7,631"
KEN,Farmingdale,98,676,630,0,26,"1,430"
FRA,Farmington,57,"2,019","1,137",1,152,"3,366"
KEN,Fayette,35,336,300,0,2,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Fort Fairfield,150,507,688,0,41,"1,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Fort Kent,101,804,741,0,77,"1,723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAL,Frankfort,40,190,294,0,18,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN,Franklin,44,273,327,0,15,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAL,Freedom,29,166,178,0,7,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUM,Freeport,233,"3,289","1,525",0,152,"5,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN,Frenchboro,3,6,15,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Frenchville,22,221,216,0,26,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNO,Friendship,27,268,338,1,17,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUM,Frye Island,4,29,30,0,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXF,Fryeburg,114,787,605,0,27,"1,533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,Gardiner,176,"1,362","1,036",0,71,"2,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Garfield Plt,4,11,19,0,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Garland,25,145,271,0,26,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAG,Georgetown,24,407,260,0,16,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXF,Gilead,12,40,50,0,4,106
PEN,Glenburn,121,806,"1,097",0,44,"2,068"
ARO,Glenwood Plt,0,0,0,0,0,0
CUM,Gorham,390,"4,039","4,424",0,147,"9,000"
HAN,Gouldsboro,39,402,454,0,22,917
PEN,Grand Falls Twp (Burlington),0,4,8,0,0,12
ARO,Grand Isle,16,97,68,0,15,196
WAS,Grand Lake Stream Plt,7,28,46,0,2,83
CUM,Gray,231,"1,794","2,135",0,97,"4,257"
HAN,Great Pond,0,13,23,0,1,37
PEN,Greenbush,20,151,347,0,12,530
AND,Greene,151,620,"1,249",0,28,"2,048"
PIS,Greenville,56,366,507,0,27,956
OXF,Greenwood,29,180,183,0,14,406
PEN,Grindstone/Herseytown/Soldiertown Twps (Medway)                                                    ,1,9,13,0,0,23
PIS,Guilford,31,213,288,0,16,548
KEN,Hallowell,61,"1,044",361,0,37,"1,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Hamlin,4,34,47,0,3,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Hammond,1,11,18,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Hampden,167,"1,655","1,687",0,163,"3,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN,Hancock,54,469,565,0,18,"1,106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXF,Hanover,7,70,70,0,4,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Harmony,28,122,229,0,10,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUM,Harpswell,149,"1,788","1,210",0,101,"3,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Harrington,20,126,231,0,7,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUM,Harrison,94,523,607,0,36,"1,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXF,Hartford,114,156,258,0,6,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Hartland,51,208,410,0,13,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Haynesville,4,10,36,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXF,Hebron,87,207,318,0,20,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Hermon,130,"1,020","1,684",0,56,"2,890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Hersey,4,4,22,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Herseytown Twp (Stacyville),1,1,13,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Highland Plt,12,31,56,0,3,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXF,Hiram,32,272,347,0,12,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Hodgdon,41,113,368,0,14,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Holden,79,663,994,0,33,"1,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR,Hollis,110,812,"1,311",0,45,"2,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNO,Hope,46,530,358,0,17,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Houlton,184,729,"1,099",0,68,"2,080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Howland,21,201,273,0,11,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Hudson,28,174,398,0,8,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Indian Township,30,76,34,0,12,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,Industry,22,223,168,0,6,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Island Falls,27,114,183,0,5,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNO,Isle Au Haut,4,48,8,0,5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAL,Islesboro,16,285,83,0,2,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Jackman,19,110,273,0,15,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAL,Jackson,11,121,132,0,7,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,Jay,130,"1,032",949,1,36,"2,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN,Jefferson,59,563,740,0,26,"1,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Jonesboro,8,118,128,0,3,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Jonesport,22,216,286,0,19,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Kenduskeag,33,189,339,0,11,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR,Kennebunk,308,"3,792","2,423",0,127,"6,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR,Kennebunkport,98,"1,261",871,0,47,"2,277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,Kingfield,43,319,326,0,22,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Kingman Twp (Webster Plt),2,7,39,0,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIS,Kingsbury Plt,2,8,13,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOR,Kittery,271,"3,163","1,381",0,167,"4,982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAL,Knox,24,124,220,0,12,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Lagrange,21,97,119,1,7,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIS,Lake View Plt,3,31,40,0,0,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Lakeville,7,17,30,0,2,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN,Lamoine,69,459,435,0,21,984
YOR,Lebanon,147,782,"1,369",0,63,"2,361"
PEN,Lee,21,115,260,0,4,400
AND,Leeds,85,372,565,0,16,"1,038"
PEN,Levant,61,358,754,0,30,"1,203"
AND,Lewiston,962,"7,056","5,497",13,350,"13,878"
SOM,Lexington/Spring Lake Twps                                                                                                             ,1,6,17,0,0,24
WAL,Liberty,42,206,205,0,16,469
YOR,Limerick,100,546,691,0,21,"1,358"
ARO,Limestone,71,218,339,0,25,653
YOR,Limington,85,561,988,0,31,"1,665"
PEN,Lincoln,116,660,"1,114",0,49,"1,939"
OXF,Lincoln Plt,2,11,16,0,0,29
WAL,Lincolnville,66,833,470,0,29,"1,398"
ARO,Linneus,31,59,251,0,13,354
AND,Lisbon,325,"1,536","2,060",0,99,"4,020"
KEN,Litchfield,124,638,932,0,34,"1,728"
ARO,Littleton,35,85,250,1,7,378
AND,Livermore,85,435,581,1,18,"1,120"
AND,Livermore Falls,92,492,466,0,22,"1,072"
CUM,Long Island,5,104,50,0,4,163
OXF,Lovell,43,298,281,0,12,634
PEN,Lowell,9,45,140,0,2,196
WAS,Lubec,38,410,243,0,19,710
ARO,Ludlow,12,55,105,0,4,176
YOR,Lyman,137,876,"1,117",0,42,"2,172"
WAS,Machias,43,383,288,0,30,744
WAS,Machiasport,17,210,179,0,12,418
ARO,Macwahoc Plt,1,9,19,0,0,29
ARO,Madawaska,116,963,610,0,71,"1,760"
ARO,Madawaska Lake,5,41,41,0,1,88
SOM,Madison,119,766,953,0,37,"1,875"
OXF,Magalloway Plt,1,6,8,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,Manchester,58,658,707,0,20,"1,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Mapleton,67,273,575,0,25,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN,Mariaville,13,90,132,1,3,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Mars Hill,32,149,410,0,17,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Marshfield,5,104,132,0,3,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Masardis,9,30,50,0,4,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNO,Matinicus Isle Plt,6,28,11,0,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Mattamiscontis Twp (Chester),3,4,29,0,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Mattawamkeag,24,99,161,0,6,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Maxfield,1,15,28,0,3,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND,Mechanic Falls,130,450,670,1,27,"1,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,Meddybemps,6,29,55,0,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIS,Medford,10,35,60,0,3,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN,Medway,37,180,336,0,19,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Mercer,17,155,192,1,4,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO,Merrill,4,30,57,0,2,93,,,,,,,,,,,,,,,,,
OXF,Mexico,90,474,413,0,24,"1,001",,,,,,,,,,,,,,,,,
WAS,Milbridge,26,239,241,2,12,520,,,,,,,,,,,,,,,,,
PEN,Milford (and Greenfield Twp),84,687,628,0,33,"1,432",,,,,,,,,,,,,,,,,
PEN,Millinocket,135,840,853,0,47,"1,875",,,,,,,,,,,,,,,,,
PEN,Millinocket Penobscot Twps,4,53,64,0,2,123,,,,,,,,,,,,,,,,,
PEN,Millinocket Piscataquis Twps,1,19,34,0,3,57,,,,,,,,,,,,,,,,,
PIS,Milo,53,354,462,0,25,894,,,,,,,,,,,,,,,,,
OXF,Milton Twp,7,21,35,0,1,64,,,,,,,,,,,,,,,,,
AND,Minot,86,445,831,0,17,"1,379",,,,,,,,,,,,,,,,,
PEN,Molunkus Twp (Mattawamkeag & Medway),1,13,12,0,1,27,,,,,,,,,,,,,,,,,
LIN,Monhegan Island Plt,9,45,7,0,2,63,,,,,,,,,,,,,,,,,
KEN,Monmouth,159,816,"1,042",0,36,"2,053",,,,,,,,,,,,,,,,,
WAL,Monroe,20,279,213,1,9,522,,,,,,,,,,,,,,,,,
PIS,Monson,25,133,208,0,5,371,,,,,,,,,,,,,,,,,
ARO,Monticello,20,76,205,0,12,313,,,,,,,,,,,,,,,,,
WAL,Montville,28,288,215,0,6,537
SOM,Moose River,4,15,66,0,2,87
ARO,Moro Plt,1,1,20,0,1,23
WAL,Morrill,29,208,259,0,10,506
SOM,Moscow,10,77,113,0,3,203
PEN,Mount Chase,16,31,43,0,1,91
HAN,Mount Desert,51,881,348,0,22,"1,302"
KEN,Mount Vernon,61,437,418,0,14,930
CUM,Naples,115,733,"1,109",0,31,"1,988"
ARO,Nashville Plt,3,4,9,0,0,16
ARO,New Canada,11,45,58,0,2,116
CUM,New Gloucester,165,"1,251","1,464",0,51,"2,931"
ARO,New Limerick,14,87,188,1,5,295
SOM,New Portland,30,160,173,0,8,371
FRA,New Sharon,54,357,374,0,8,793
ARO,New Sweden,34,103,129,0,14,280
FRA,New Vineyard,23,138,192,0,19,372
PEN,Newburgh,37,293,476,0,16,822
LIN,Newcastle,44,742,358,2,23,"1,169"
YOR,Newfield,54,267,401,0,15,737
PEN,Newport,56,480,766,0,42,"1,344"
OXF,Newry,19,118,112,0,9,258
LIN,Nobleboro,52,509,470,0,14,"1,045"
SOM,Norridgewock,86,603,724,0,35,"1,448"
